time,place,magnitude,latitude,longitude,province
2010-11-14 23:08:25.400,"14 km W of ?skenderun, Turkey",4.9,36.585,36.007,
2010-11-14 05:21:45.000,"4 km SSE of Selçuk, Turkey",4.0,37.918,27.393,İzmir
2010-11-11 20:08:00.870,"6 km SSW of Selçuk, Turkey",5.0,37.899,27.343,İzmir
2010-11-11 19:15:54.000,"5 km S of Selçuk, Turkey",4.2,37.904,27.372,İzmir
2010-11-07 05:51:29.000,"27 km E of Pulumer, Turkey",4.1,39.499,40.212,Tunceli
2010-11-06 01:05:17.000,"37 km NE of Özalp, Turkey",4.1,38.903,44.283,
2010-11-03 02:51:27.000,"26 km N of Eceabat, Turkey",5.3,40.423,26.333,
2010-10-29 13:46:45.000,"15 km SSW of Kocaaliler, Turkey",4.0,37.179,30.693,Antalya
2010-10-19 14:32:13.000,"31 km SW of Karakeçili, Turkey",4.0,39.383,33.14,Ankara
2010-10-17 04:02:20.800,"14 km SSE of Karpathos, Greece",4.0,35.4,27.3,
2010-10-14 09:08:21.000,"17 km SSW of Ka?, Turkey",4.5,36.071,29.532,
2010-10-03 17:49:02.960,"18 km SE of Marmara Ere?lisi, Turkey",4.4,40.847,28.11,
2010-09-21 04:15:18.600,"26 km SSE of Fry, Greece",4.1,35.18,26.99,
2010-09-21 02:09:22.000,"8 km SSW of Fry, Greece",4.1,35.34,26.9,
2010-09-21 02:07:26.200,"29 km S of Fry, Greece",4.1,35.15,26.98,
2010-09-17 10:17:05.730,"13 km N of Gerger, Turkey",4.7,38.068,39.035,Adıyaman
2010-09-07 14:17:59.500,"11 km SSE of Güvercinlik, Turkey",4.2,37.04,27.632,Muğla
2010-09-07 02:48:54.000,"27 km WNW of Yedisu, Turkey",4.1,39.491,40.229,Tunceli
2010-09-04 08:35:48.700,"32 km NE of Palekastro, Greece",4.0,35.42,26.48,
2010-08-23 04:22:37.300,"19 km N of Gökçeada, Turkey",4.1,40.373,25.905,
2010-08-12 02:23:04.240,"7 km SSW of Balya, Turkey",4.3,39.688,27.554,Balıkesir
2010-08-08 00:24:10.700,"15 km E of Sými, Greece",4.3,36.63,28.01,
2010-08-05 05:31:13.000,"17 km E of Alada?, Turkey",4.4,37.546,35.592,Adana
2010-08-02 17:25:57.110,"Crete, Greece",4.3,35.299,26.381,
2010-07-25 17:06:20.310,"17 km WNW of Antalya, Turkey",4.0,36.961,30.511,Antalya
2010-07-16 08:11:01.900,"8 km NNW of Kéfalos, Greece",5.1,36.81,26.91,
2010-07-04 05:04:26.000,"14 km SSW of Do?an?ar, Turkey",4.0,40.101,37.445,Sivas
2010-07-02 14:08:17.400,"10 km SE of Palekastro, Greece",4.3,35.13,26.33,
2010-06-25 19:28:02.640,"29 km N of Palekastro, Greece",4.1,35.465,26.299,
2010-06-11 10:56:44.000,"7 km NNE of Mudanya, Turkey",4.3,40.43,28.925,
2010-06-09 18:30:26.910,"38 km SE of Fry, Greece",3.6,35.145,27.18,
2010-05-26 14:22:19.800,"7 km SSE of Elmal?, Turkey",4.4,36.67,29.95,Antalya
2010-05-22 02:30:33.560,"17 km E of Karl?ova, Turkey",4.1,39.32,41.211,Muş
2010-05-15 14:08:23.000,"9 km W of Kefken, Turkey",4.3,41.183,30.121,
2010-05-11 05:23:12.680,"22 km WNW of Míthymna, Greece",4.3,39.467,25.943,
2010-04-30 16:36:54.000,"3 km S of Batikent, Turkey",3.9,39.941,32.731,Ankara
2010-04-29 10:32:56.100,"37 km NE of Karpathos, Greece",4.4,35.72,27.54,
2010-04-28 16:35:10.460,"20 km WNW of Émponas, Greece",4.4,36.318,27.655,
2010-04-13 15:18:19.490,"34 km W of Émponas, Greece",4.2,36.204,27.479,
2010-04-09 07:09:11.000,"60 km SSW of Ka?, Turkey",4.2,35.703,29.365,
2010-04-02 07:37:15.530,"3 km ESE of Çorum, Turkey",4.3,40.535,34.988,Çorum
2010-04-02 01:05:24.000,"80 km SE of Tekirova, Turkey",4.0,35.914,31.051,
2010-03-26 19:25:35.890,"15 km SSW of Alaçat?, Turkey",4.2,38.147,26.313,
2010-03-26 18:35:52.000,"20 km SSE of Thymianá, Greece",4.9,38.142,26.22,
2010-03-24 14:11:31.000,"17 km SSE of Karakoçan, Turkey",5.1,38.821,40.138,Elazığ
2010-03-16 22:01:33.800,"43 km SE of Karpathos, Greece",3.8,35.21,27.52,
2010-03-13 10:27:43.000,"84 km SE of Beykonak, Turkey",4.1,35.792,30.97,
2010-03-12 11:42:51.400,"8 km N of Karpathos, Greece",4.2,35.58,27.21,
2010-03-09 07:21:23.720,"20 km W of Bingöl, Turkey",4.0,38.882,40.257,Elazığ
2010-03-09 06:14:57.000,"19 km ENE of Palu, Turkey",4.1,38.741,40.136,Elazığ
2010-03-08 15:04:54.010,"11 km E of Palu, Turkey",4.9,38.677,40.05,Elazığ
2010-03-08 11:12:10.790,"21 km ENE of Palu, Turkey",5.1,38.776,40.143,Elazığ
2010-03-08 10:14:23.480,"15 km SSE of Karakoçan, Turkey",5.2,38.828,40.119,Elazığ
2010-03-08 09:00:46.400,"14 km ENE of Palu, Turkey",4.9,38.761,40.062,Elazığ
2010-03-08 08:11:21.000,"14 km ENE of Palu, Turkey",4.6,38.736,40.076,Elazığ
2010-03-08 07:47:41.960,"11 km E of Palu, Turkey",5.6,38.709,40.051,Elazığ
2010-03-08 03:20:24.940,"19 km ESE of Karakoçan, Turkey",4.4,38.87,40.232,Elazığ
2010-03-08 02:32:34.710,"10 km SSW of Karakoçan, Turkey",6.1,38.864,39.986,Elazığ
2010-03-02 00:43:13.950,"8 km NNE of Simav, Turkey",4.3,39.157,29.014,Kütahya
2010-02-01 04:01:42.870,"28 km SSW of ?mranl?, Turkey",4.4,39.645,37.98,Sivas
2010-01-25 01:10:17.700,"5 km NW of Alia?a, Turkey",4.0,38.84,26.93,
2010-01-18 14:25:00.530,"47 km ESE of Karpathos, Greece",4.3,35.305,27.677,
2010-01-17 20:59:11.150,"53 km ESE of Karpathos, Greece",4.4,35.26,27.721,
2010-01-17 20:16:04.100,"64 km ESE of Karpathos, Greece",4.9,35.26,27.86,
2009-12-23 04:44:39.300,"15 km WSW of Marathókampos, Greece",4.5,37.65,26.54,
2009-12-22 06:06:23.430,"94 km SW of Gazipa?a, Turkey",5.3,35.72,31.511,
2009-12-19 06:26:00.900,"56 km S of Mandráki, Greece",4.5,36.1,27.18,
2009-12-12 15:23:16.600,"22 km SSW of Sarigerme, Turkey",4.7,36.53,28.59,
2009-12-04 17:19:47.290,"14 km NW of Tefenni, Turkey",4.7,37.401,29.658,Burdur
2009-12-04 06:02:19.000,"5 km SSW of Buharkent, Turkey",4.9,37.915,28.726,Aydın
2009-12-01 17:54:03.160,"53 km SSW of Mandráki, Greece",4.3,36.192,26.843,
2009-11-25 10:53:43.640,"6 km SSE of Sarayköy, Turkey",4.6,37.87,28.955,Denizli
2009-11-24 02:00:01.540,"30 km S of Demre, Turkey",4.5,35.975,30.033,
2009-11-22 02:01:47.000,"15 km N of ?hsangazi, Turkey",4.5,41.347,33.555,Kastamonu
2009-11-16 11:31:17.160,"71 km SE of Karpathos, Greece",4.5,35.132,27.85,
2009-11-11 15:50:06.900,"10 km NE of Karpathos, Greece",4.3,35.565,27.302,
2009-11-07 03:13:41.000,"49 km WSW of Gazipa?a, Turkey",4.5,36.064,31.833,
2009-09-22 22:11:30.380,"24 km ENE of Kemer, Turkey",4.3,36.653,30.824,
2009-09-12 00:50:38.490,"11 km NE of Megálo Chorió, Greece",4.3,37.515,27.075,
2009-09-11 01:58:30.000,"8 km NNW of Konya, Turkey",4.9,37.936,32.438,Konya
2009-09-10 18:29:52.860,"9 km N of Konya, Turkey",4.9,37.953,32.483,Konya
2009-09-09 05:56:46.930,"44 km S of Demre, Turkey",4.3,35.844,29.928,
2009-08-26 14:26:38.230,"96 km SSE of Lárdos, Greece",4.5,35.348,28.568,
2009-08-08 13:52:38.310,"14 km NE of Biga, Turkey",4.3,40.322,27.367,Çanakkale
2009-07-30 07:37:51.720,"13 km S of Cimin, Turkey",5.0,39.588,39.726,Erzincan
2009-07-28 17:38:51.730,"9 km SE of Ka?, Turkey",4.5,36.141,29.715,
2009-07-24 05:48:19.000,"14 km NW of Kozan, Turkey",4.5,37.546,35.694,Adana
2009-07-18 20:32:29.990,"42 km S of Al-Hamdaniya, Iraq",5.1,35.888,43.353,
2009-07-15 02:45:56.610,"90 km SSE of Lárdos, Greece",4.4,35.388,28.508,
2009-07-07 15:57:01.490,"24 km WSW of Do?anyol, Turkey",4.3,38.236,38.765,Malatya
2009-06-23 04:49:21.000,"31 km S of Demre, Turkey",4.5,35.969,30.047,
2009-06-20 08:28:19.000,"4 km SW of Chóra, Greece",5.1,37.68,26.86,
2009-06-19 14:33:37.440,"91 km SSE of Lárdos, Greece",4.5,35.385,28.54,
2009-06-19 14:04:59.030,"90 km SSE of Lárdos, Greece",5.8,35.358,28.453,
2009-06-18 14:03:28.460,"89 km SSE of Lárdos, Greece",4.7,35.389,28.507,
2009-06-18 06:31:08.340,"95 km SSE of Lárdos, Greece",4.3,35.317,28.47,
2009-06-18 04:26:14.700,"87 km SSE of Lárdos, Greece",5.0,35.377,28.413,
2009-06-17 04:29:12.000,"9 km SW of Büyükçat, Turkey",5.0,36.047,36.02,Hatay
2009-06-09 05:26:56.000,"45 km SW of Kalkan, Turkey",4.7,35.96,29.083,
2009-05-14 09:13:42.400,"59 km SSW of Mandráki, Greece",4.8,36.09,27.0,
2009-05-12 01:36:28.400,"52 km N of Palekastro, Greece",4.3,35.67,26.34,
2009-04-15 22:21:36.890,eastern Turkey,4.4,40.392,40.573,Erzurum
2009-04-12 17:34:56.300,"8 km WNW of Çine, Turkey",3.9,37.635,27.968,Aydın
2009-04-10 15:40:31.660,"143 km SSW of Kalkan, Turkey",4.4,35.029,28.953,
2009-03-11 17:26:03.820,"30 km NNE of Korkut, Turkey",4.4,38.995,41.887,Muş
2009-03-02 22:02:06.800,"27 km WSW of Kéfalos, Greece",4.6,36.68,26.66,
2009-02-17 05:28:19.000,"5 km ENE of Simav, Turkey",5.2,39.107,29.039,Kütahya
2009-02-01 10:27:16.770,"7 km S of ?enkaya, Turkey",4.3,40.49,42.329,Erzurum
2009-01-28 23:59:07.400,"42 km SSE of Lárdos, Greece",4.7,35.74,28.18,
2009-01-28 09:45:07.000,"5 km NNE of Söke, Turkey",4.1,37.797,27.429,Aydın
2009-01-28 09:17:53.000,"10 km NNE of Söke, Turkey",4.4,37.828,27.468,Aydın
2009-01-24 15:58:38.000,Western Turkey,4.6,40.798,27.785,
2009-01-22 09:09:35.800,"17 km ESE of Kos, Greece",3.9,36.84,27.477,
2009-01-17 07:45:26.800,"6 km ENE of Osmaniye, Turkey",4.6,37.096,36.313,Osmaniye
2009-01-13 06:12:42.900,"52 km NNE of Palekastro, Greece",5.3,35.66,26.39,
2009-01-08 15:43:57.000,"10 km SW of Germencik, Turkey",4.1,37.802,27.514,Aydın
2009-01-04 10:26:29.500,"67 km SE of Karpathos, Greece",4.3,35.1,27.76,
2008-12-28 22:58:59.000,"23 km NNW of Gökçeada, Turkey",5.2,40.39,25.78,
2008-12-28 08:52:24.000,"8 km WNW of Honaz, Turkey",3.8,37.8,29.187,Denizli
2008-12-28 05:22:59.320,"32 km S of Lárdos, Greece",3.5,35.8,27.968,
2008-12-27 22:52:24.000,"8 km WNW of Honaz, Turkey",3.8,37.792,29.184,Denizli
2008-12-27 00:58:18.970,"4 km E of Pamukkale, Turkey",3.1,37.913,29.164,Denizli
2008-12-26 22:08:20.840,"15 km E of Yayladere, Turkey",2.9,39.204,40.247,Bingöl
2008-12-25 23:50:14.890,"12 km NNE of Kayseri, Turkey",3.0,38.84,35.521,Kayseri
2008-12-25 22:35:29.130,"9 km ENE of Denizli, Turkey",3.2,37.819,29.178,Denizli
2008-12-25 22:16:35.980,"8 km ESE of Pamukkale, Turkey",3.2,37.893,29.212,Denizli
2008-12-25 21:18:25.560,"9 km NW of Honaz, Turkey",3.2,37.817,29.194,Denizli
2008-12-25 21:13:01.260,"7 km SE of Sarayköy, Turkey",2.8,37.869,28.98,Denizli
2008-12-25 21:10:25.950,"7 km SE of Pamukkale, Turkey",2.9,37.865,29.18,Denizli
2008-12-25 21:06:31.580,"6 km SE of Pamukkale, Turkey",3.1,37.886,29.167,Denizli
2008-12-25 21:02:51.510,"7 km SE of Pamukkale, Turkey",3.1,37.857,29.168,Denizli
2008-12-25 12:43:51.000,"56 km SSE of Finike, Turkey",3.7,35.815,30.357,
2008-12-24 18:36:47.000,"6 km SSE of Pamukkale, Turkey",3.6,37.86,29.133,Denizli
2008-12-24 10:30:46.000,"9 km NW of Honaz, Turkey",3.7,37.823,29.194,Denizli
2008-12-24 10:04:35.000,"7 km NNW of Honaz, Turkey",3.8,37.824,29.24,Denizli
2008-12-24 07:04:05.000,Western Turkey,3.7,37.862,29.191,Denizli
2008-12-24 06:15:22.000,"8 km NW of Honaz, Turkey",3.7,37.818,29.208,Denizli
2008-12-24 05:54:59.000,"7 km WNW of Honaz, Turkey",4.0,37.788,29.193,Denizli
2008-12-23 12:53:11.100,"53 km S of Mandráki, Greece",4.0,36.13,27.16,
2008-12-18 21:41:32.700,"8 km WNW of Kalloní, Greece",3.1,39.253,26.116,
2008-12-18 21:24:01.360,"7 km NNE of Eresós, Greece",3.1,39.233,25.974,
2008-12-16 12:07:53.500,"42 km WNW of Fry, Greece",3.4,35.61,26.52,
2008-12-14 07:27:31.700,"24 km SSW of Lárdos, Greece",4.4,35.882,27.963,
2008-12-11 23:08:58.600,"24 km S of Erzincan, Turkey",2.8,39.516,39.516,Erzincan
2008-12-11 22:28:05.500,"22 km SSW of Bay?r, Turkey",3.1,37.071,28.144,Muğla
2008-12-11 21:51:03.860,"15 km SSW of Bay?r, Turkey",2.7,37.138,28.149,Muğla
2008-12-05 22:26:09.600,"44 km NW of Fry, Greece",3.4,35.71,26.59,
2008-12-05 21:09:59.650,"29 km NW of Marmaris, Turkey",3.1,37.042,28.041,Muğla
2008-12-05 08:34:08.000,"9 km SSE of Megálo Chorió, Greece",3.6,37.384,27.029,
2008-12-01 00:59:07.500,"47 km S of Mandráki, Greece",3.7,36.19,27.06,
2008-11-30 16:57:32.030,"26 km N of ?emdinli, Turkey",3.9,37.547,44.591,Hakkari
2008-11-24 19:46:21.000,"7 km N of Susurluk, Turkey",3.7,39.98,28.17,Balıkesir
2008-11-24 11:34:06.600,"10 km ESE of ?çmeler, Turkey",3.9,36.75,28.33,
2008-11-21 22:36:10.000,"15 km WSW of ?liç, Turkey",3.1,39.393,38.398,Erzincan
2008-11-21 22:28:13.090,Central Turkey,3.0,39.456,33.069,Ankara
2008-11-17 00:14:48.500,"28 km S of Lárdos, Greece",3.8,35.84,28.06,
2008-11-16 16:43:28.380,"17 km SSW of Kéfalos, Greece",4.5,36.595,26.899,
2008-11-16 14:03:22.280,"21 km SSW of Kéfalos, Greece",3.5,36.571,26.85,
2008-11-13 15:56:19.150,"58 km NW of Fry, Greece",4.0,35.751,26.43,
2008-11-12 19:10:52.000,"7 km W of Yeniça?a, Turkey",3.4,40.78,31.941,Bolu
2008-11-12 14:25:45.380,"17 km WSW of Dörtdivan, Turkey",3.7,40.657,31.872,Bolu
2008-11-12 14:03:18.310,"12 km NNE of Kayseri, Turkey",5.1,38.841,35.524,Kayseri
2008-11-12 11:57:34.000,"9 km W of Yeniça?a, Turkey",4.0,40.785,31.92,Bolu
2008-11-11 13:03:25.600,"Dodecanese Islands, Greece",3.9,35.68,27.688,
2008-11-09 13:20:27.200,"1 km ENE of ?çmeler, Turkey",3.8,36.803,28.244,
2008-11-09 07:48:54.200,"5 km NNE of Émponas, Greece",4.2,36.27,27.89,
2008-11-06 22:47:58.800,"42 km SSE of Karpathos, Greece",4.0,35.14,27.35,
2008-11-06 20:52:22.000,"25 km NNW of Eresós, Greece",3.7,39.374,25.796,
2008-11-06 02:18:55.900,"32 km SSE of Fry, Greece",4.0,35.15,27.07,
2008-11-04 18:53:44.570,"0 km SE of Gay, Armenia",3.3,40.084,44.306,
2008-11-03 19:34:31.740,"42 km S of Lárdos, Greece",4.0,35.719,28.088,
2008-11-02 21:25:28.070,"99 km SSW of Türkler, Turkey",4.3,35.786,31.361,
2008-10-26 15:53:54.520,"54 km SSE of Astypálaia, Greece",4.5,36.144,26.686,
2008-10-23 23:57:54.900,"37 km NW of Fry, Greece",3.3,35.64,26.61,
2008-10-23 21:17:08.550,"62 km SSW of Türkler, Turkey",3.7,36.117,31.467,
2008-10-23 18:29:08.000,"16 km SE of Palekastro, Greece",3.7,35.082,26.371,
2008-10-22 01:00:35.000,"10 km N of Koruköy, Turkey",3.6,40.748,29.174,
2008-10-20 23:22:10.850,"47 km N of Eynesil, Turkey",4.3,41.492,39.192,
2008-10-19 22:20:51.000,"13 km E of Korkuteli, Turkey",4.1,37.056,30.344,Antalya
2008-10-19 15:08:01.360,"19 km WNW of Leonárisso, Cyprus",3.5,35.548,33.948,
2008-10-19 10:54:28.370,"15 km N of Gediz, Turkey",3.9,39.136,29.389,Kütahya
2008-10-11 08:34:33.200,"23 km SSW of Lárdos, Greece",4.3,35.89,27.96,
2008-10-10 17:14:04.810,"122 km WNW of Pólis, Cyprus",3.0,35.44,31.17,
2008-10-10 13:02:59.120,"32 km NNE of Göcek, Turkey",3.3,37.003,29.146,Denizli
2008-10-10 06:36:59.000,"31 km WSW of Karakeçili, Turkey",4.2,39.458,33.05,Ankara
2008-10-09 16:23:51.290,"115 km WNW of Pólis, Cyprus",3.6,35.516,31.306,
2008-10-08 13:11:43.000,"27 km NNE of Göcek, Turkey",3.4,36.961,29.109,Muğla
2008-10-08 12:31:38.000,"29 km NE of Göcek, Turkey",3.5,36.969,29.143,Denizli
2008-10-06 05:19:36.300,"25 km SE of Archángelos, Greece",4.1,36.07,28.335,
2008-10-05 06:04:05.000,"2 km NNW of Kocadere, Turkey",4.1,40.65,29.017,
2008-10-04 10:27:57.040,"112 km WNW of Pólis, Cyprus",3.6,35.507,31.332,
2008-10-03 23:37:24.000,"11 km NW of Tekman, Turkey",3.7,39.723,41.42,Erzurum
2008-10-03 12:41:52.800,Turkey-Iran border region,4.3,38.164,44.675,
2008-10-01 03:53:46.000,"32 km NNE of Göcek, Turkey",3.9,37.018,29.105,Denizli
2008-09-30 07:30:00.000,"17 km NNW of Dumlup?nar, Turkey",4.4,38.99,29.866,Kütahya
2008-09-28 11:32:12.000,"16 km ESE of Elmal?, Turkey",4.0,36.662,30.074,Antalya
2008-09-26 03:15:36.900,"76 km SSW of Türkler, Turkey",3.6,35.961,31.496,
2008-09-26 02:30:19.000,Western Turkey,3.4,40.381,26.096,
2008-09-23 09:09:42.000,"31 km WSW of Karakeçili, Turkey",4.5,39.463,33.05,Ankara
2008-09-23 08:04:09.000,"8 km NNW of Pulumer, Turkey",4.1,39.551,39.854,Erzincan
2008-09-19 16:48:17.020,"131 km SSW of Ka?, Turkey",3.8,35.112,29.053,
2008-09-17 12:08:12.000,"5 km NW of Otlukbeli, Turkey",4.8,40.01,39.979,Erzincan
2008-09-17 01:09:19.000,"71 km SW of Gazipa?a, Turkey",4.0,35.901,31.672,
2008-09-14 20:04:51.740,"22 km SE of Fry, Greece",3.7,35.302,27.122,
2008-09-13 11:36:24.300,"36 km S of Lárdos, Greece",4.1,35.77,27.95,
2008-09-13 03:53:03.000,"15 km W of Pétra, Greece",3.4,39.309,25.998,
2008-09-12 10:21:32.800,"31 km WSW of Astypálaia, Greece",3.2,36.41,26.05,
2008-09-12 10:11:22.730,"Dodecanese Islands, Greece",3.4,36.393,26.765,
2008-09-11 23:12:42.700,"8 km SSW of Bozcaada, Turkey",4.1,39.765,26.03,
2008-09-11 08:33:58.000,"33 km SW of Karakeçili, Turkey",4.1,39.405,33.072,Ankara
2008-09-09 20:12:24.170,"3 km SSW of Famagusta, Cyprus",3.0,35.096,33.924,
2008-09-09 00:41:17.130,"20 km E of Ezine, Turkey",3.5,39.803,26.576,Çanakkale
2008-09-04 22:54:32.330,"11 km N of Bozova, Turkey",4.3,37.467,38.543,Şanlıurfa
2008-09-04 14:28:51.500,"55 km ESE of Karpathos, Greece",3.4,35.34,27.79,
2008-09-04 11:50:31.400,"15 km ESE of Karpathos, Greece",3.0,35.46,27.37,
2008-09-04 05:17:37.800,"27 km S of Eresós, Greece",3.4,38.92,25.9,
2008-09-03 18:06:34.410,"5 km SSW of Méniko, Cyprus",3.1,35.063,33.116,
2008-09-03 10:29:06.100,"39 km S of Fry, Greece",3.1,35.06,26.98,
2008-09-03 02:25:17.000,"3 km S of Samsat, Turkey",3.3,37.553,38.474,Adıyaman
2008-09-03 02:22:47.000,"8 km SSE of Samsat, Turkey",5.0,37.507,38.503,Adıyaman
2008-09-02 04:51:37.500,"37 km S of Pátmos, Greece",3.9,36.98,26.47,
2008-09-02 02:28:47.000,"32 km S of Nikfer, Turkey",3.3,37.117,29.13,Denizli
2008-09-01 11:58:31.000,"12 km WNW of Ku?adas?, Turkey",3.1,37.903,27.128,
2008-09-01 09:19:08.000,"21 km SSW of Polichnítos, Greece",2.9,38.899,26.081,
2008-09-01 04:58:48.100,"63 km N of Palekastro, Greece",3.2,35.77,26.33,
2008-08-31 08:41:12.500,"5 km SSW of Pátmos, Greece",3.3,37.26,26.52,
2008-08-31 04:39:06.000,"15 km NNE of Samos, Greece",3.3,37.876,27.054,
2008-08-31 02:07:49.100,"35 km N of Palekastro, Greece",2.9,35.52,26.23,
2008-08-30 23:45:29.270,"2 km SE of Avgórou, Cyprus",2.9,35.02,33.856,
2008-08-30 22:09:03.000,"30 km ENE of Palekastro, Greece",2.7,35.29,26.57,
2008-08-30 15:08:49.300,"10 km NNW of Néon Karlovásion, Greece",3.0,37.88,26.65,
2008-08-30 10:15:23.000,"25 km NW of Fry, Greece",3.1,35.55,26.69,
2008-08-30 05:35:17.600,"59 km N of Palekastro, Greece",2.8,35.73,26.36,
2008-08-29 23:35:09.100,"29 km E of Palekastro, Greece",3.5,35.21,26.58,
2008-08-29 16:36:43.200,"36 km ESE of Karpathos, Greece",3.4,35.42,27.6,
2008-08-29 16:18:47.000,"24 km SSW of Fry, Greece",2.9,35.23,26.78,
2008-08-29 06:54:22.400,"30 km NNW of Fry, Greece",3.3,35.66,26.77,
2008-08-28 06:15:06.000,"5 km S of Bozcaada, Turkey",3.1,39.79,26.08,
2008-08-28 04:38:08.090,"8 km E of Léfka, Cyprus",2.9,35.099,32.947,
2008-08-28 03:37:23.300,"35 km SW of Lárdos, Greece",3.5,35.86,27.75,
2008-08-27 19:00:47.000,"29 km SSE of Milas, Turkey",3.3,37.076,27.931,Muğla
2008-08-27 15:40:33.000,"3 km N of Ku?adas?, Turkey",3.3,37.89,27.25,
2008-08-27 03:11:33.200,"15 km WNW of Émponas, Greece",4.0,36.3,27.71,
2008-08-27 01:12:38.000,"33 km WSW of Gölhisar, Turkey",3.3,37.056,29.15,Denizli
2008-08-27 01:02:58.600,"54 km N of Karpathos, Greece",2.8,36.0,27.22,
2008-08-27 00:48:11.600,"10 km WSW of Kéfalos, Greece",3.0,36.7,26.86,
2008-08-26 22:47:39.000,"18 km NNE of Agía Marína, Greece",3.1,37.296,26.952,
2008-08-26 16:33:00.300,"10 km NNE of Agía Marína, Greece",3.0,37.24,26.91,
2008-08-26 16:13:19.000,"17 km S of Megálo Chorió, Greece",3.2,37.302,26.948,
2008-08-26 08:46:35.000,"6 km E of Kalkan, Turkey",3.3,36.265,29.487,Antalya
2008-08-25 23:35:48.000,"13 km SSE of ?çmeler, Turkey",3.0,36.689,28.279,
2008-08-25 15:51:29.300,"5 km WNW of Kozan, Turkey",3.6,37.481,35.767,Adana
2008-08-25 02:57:19.000,"32 km WSW of Gölhisar, Turkey",3.7,37.061,29.156,Denizli
2008-08-24 22:52:51.000,Western Turkey,4.0,37.063,29.194,Denizli
2008-08-24 14:06:37.200,"32 km ENE of Karpathos, Greece",3.0,35.58,27.56,
2008-08-24 04:16:54.300,"28 km SW of Émponas, Greece",3.4,36.05,27.63,
2008-08-24 03:16:43.000,"13 km NNW of Dikili, Turkey",3.4,39.184,26.847,İzmir
2008-08-23 23:23:41.800,"32 km SSW of Pátmos, Greece",3.1,37.04,26.41,
2008-08-23 22:13:26.900,"67 km N of Palekastro, Greece",3.0,35.8,26.32,
2008-08-23 21:37:06.300,"55 km NNW of Karpathos, Greece",3.1,35.95,26.92,
2008-08-23 12:46:21.100,"5 km SSW of Mandráki, Greece",2.9,36.57,27.1,
2008-08-23 04:00:50.200,"41 km WSW of Kalkan, Turkey",3.1,36.18,28.96,
2008-08-22 18:34:26.930,"6 km NNE of Kakopetriá, Cyprus",2.6,35.045,32.93,
2008-08-22 18:13:15.060,"8 km E of Léfka, Cyprus",2.7,35.105,32.938,
2008-08-22 17:58:00.000,"30 km WSW of Émponas, Greece",3.0,36.1,27.56,
2008-08-22 17:33:08.640,"8 km ESE of Léfka, Cyprus",3.2,35.095,32.936,
2008-08-22 17:28:57.500,Cyprus region,2.6,35.124,32.937,
2008-08-21 22:30:41.170,"8 km N of Marmaris, Turkey",3.6,36.929,28.288,Muğla
2008-08-21 19:11:28.800,"25 km SSW of Mandráki, Greece",3.3,36.39,27.05,
2008-08-21 14:08:14.000,"21 km WNW of ?çmeler, Turkey",3.3,36.889,28.014,
2008-08-21 11:42:45.600,"25 km S of Mandráki, Greece",3.5,36.38,27.09,
2008-08-21 10:07:18.800,"25 km SW of Mandráki, Greece",3.6,36.42,26.97,
2008-08-21 04:53:55.700,"15 km SSW of Mandráki, Greece",3.4,36.49,27.04,
2008-08-21 04:51:57.800,"19 km SSW of Mandráki, Greece",3.5,36.45,27.04,
2008-08-21 04:49:49.000,"4 km N of Çandarl?, Turkey",3.6,38.973,26.927,İzmir
2008-08-21 00:44:40.900,"22 km SSW of Mandráki, Greece",3.5,36.42,27.05,
2008-08-21 00:36:26.300,"25 km S of Mandráki, Greece",3.5,36.39,27.08,
2008-08-20 19:52:06.900,"24 km NNW of Karpathos, Greece",3.0,35.71,27.1,
2008-08-20 16:10:49.500,"17 km NE of Eloúnda, Greece",3.2,35.39,25.83,
2008-08-20 11:01:38.000,"16 km ESE of Ça?layancerit, Turkey",4.4,37.711,37.463,Adıyaman
2008-08-20 01:15:36.700,"32 km W of Émponas, Greece",2.9,36.21,27.5,
2008-08-19 22:54:32.600,"23 km S of Mandráki, Greece",3.0,36.4,27.13,
2008-08-19 14:43:16.900,"24 km SSW of Lárdos, Greece",4.3,35.88,27.95,
2008-08-19 12:57:14.000,"29 km WSW of Gölhisar, Turkey",3.5,37.063,29.195,Denizli
2008-08-18 16:20:32.800,"10 km W of ?çmeler, Turkey",3.4,36.81,28.11,Muğla
2008-08-18 03:42:33.000,"35 km WSW of Gölhisar, Turkey",3.6,37.067,29.117,Denizli
2008-08-17 16:46:24.900,"13 km NNW of Karpathos, Greece",2.9,35.62,27.16,
2008-08-17 07:30:29.000,"33 km NNE of Göcek, Turkey",3.6,37.017,29.13,Denizli
2008-08-17 07:13:10.000,"33 km WSW of Gölhisar, Turkey",3.5,37.022,29.163,Denizli
2008-08-17 03:14:30.300,"32 km SE of Fry, Greece",3.5,35.2,27.16,
2008-08-17 01:46:35.400,"12 km NNE of Karpathos, Greece",3.4,35.61,27.26,
2008-08-16 19:40:37.300,"45 km N of Sitia, Greece",3.4,35.61,26.18,
2008-08-16 08:59:12.900,"39 km N of Palekastro, Greece",3.3,35.55,26.25,
2008-08-16 00:35:01.900,"13 km NNW of Marmaris, Turkey",3.6,36.96,28.19,
2008-08-14 16:58:48.000,"10 km WSW of Foça, Turkey",3.5,38.62,26.66,
2008-08-14 16:24:15.100,"59 km N of Sitia, Greece",3.2,35.74,26.15,
