time,place,magnitude,latitude,longitude,depth_km
2021-12-29 23:04:13.660,"12km W of Toms Place, CA",1.22,37.5686667,-118.821,4.07
2021-12-29 23:02:40.094,"2 km NNW of Walker, California",1.5,38.5334,-119.485,8.0
2021-12-29 23:02:25.480,"17km W of Searles Valley, CA",1.84,35.7793333,-117.5913333,7.68
2021-12-29 23:00:35.350,"117 km NNE of Lospalos, Timor Leste",4.8,-7.6053,127.5433,161.5
2021-12-29 22:56:57.370,"6 km ENE of P?hala, Hawaii",2.35,19.2238330841064,-155.420333862305,33.8499984741211
2021-12-29 22:53:59.760,"Island of Hawaii, Hawaii",1.85000002,19.2093334197998,-155.414169311523,32.2099990844727
2021-12-29 22:53:58.860,"6 km SSW of Guánica, Puerto Rico",2.28,17.9178,-66.9328,13.0
2021-12-29 22:50:55.880,"9km WNW of The Geysers, CA",1.21,38.82,-122.8433333,2.24
2021-12-29 22:50:32.060,"254 km NW of Attu Station, Alaska",4.3,54.5398,170.5883,10.0
2021-12-29 22:31:25.910,"43 km NW of San Antonio, Puerto Rico",3.26,18.8018,-67.3475,8.0
2021-12-29 22:28:33.700,"10 km WSW of Shamrock, Oklahoma",2.03,35.863,-96.68383333,7.26
2021-12-29 21:52:17.853,"39 km N of Valdez, Alaska",1.6,61.4835,-146.2335,20.2
2021-12-29 21:51:50.100,"1 km NE of Eola, Oregon",1.45,44.9421666666667,-123.108666666667,13.58
2021-12-29 21:49:26.441,Vanuatu,4.4,-13.1198,167.0896,194.35
2021-12-29 21:44:40.980,"4 km SSW of P?hala, Hawaii",2.41,19.167667388916,-155.496170043945,35.75
2021-12-29 21:35:58.827,"147 km NE of Lospalos, Timor Leste",4.3,-7.5756,127.937,168.16
2021-12-29 21:30:22.185,"northern Qinghai, China",5.0,36.9982,94.6585,10.0
2021-12-29 21:27:46.745,"72 km SE of Denali National Park, Alaska",1.4,63.1479,-150.5803,120.0
2021-12-29 21:08:13.480,"22km SSW of Seal Beach, CA",1.8,33.5525,-118.1805,2.12
2021-12-29 20:58:49.320,"10 km ENE of P?hala, Hawaii",1.78999996,19.2456665039062,-155.385162353516,32.25
2021-12-29 20:50:34.440,"7km WNW of Lake Hughes, CA",1.72,34.7051667,-118.5188333,7.59
2021-12-29 20:47:22.170,Kermadec Islands region,4.3,-29.9915,-179.0535,326.25
2021-12-29 20:46:26.510,"13km ENE of Ridgecrest, CA",1.42,35.6588333,-117.5351667,7.23
2021-12-29 20:34:19.553,"17 km N of Stanton, Texas",2.4,32.28607178,-101.7977087,8.779256185
2021-12-29 20:32:52.496,"135 km NE of Lospalos, Timor Leste",5.0,-7.5547,127.7579,157.68
2021-12-29 20:28:44.185,"31 km SE of Malaga, New Mexico",3.5,31.99237922,-103.8719125,7.519799805
2021-12-29 20:27:59.288,"40 km N of Petersville, Alaska",1.5,62.8611,-150.7815,104.9
2021-12-29 20:27:06.314,"146 km NE of Lospalos, Timor Leste",4.3,-7.4937,127.8389,165.65
2021-12-29 20:25:54.052,north of Severnaya Zemlya,4.2,85.2923,88.9434,10.0
2021-12-29 20:24:31.420,"27 km SE of Virginia City, Montana",1.35,45.0921667,-111.7393333,-2.0
2021-12-29 20:21:20.553,"9 km SSE of Colstrip, Montana",3.3,45.7967,-106.5974,0.0
2021-12-29 20:08:39.380,"8 km E of P?hala, Hawaii",1.79999995,19.2024993896484,-155.401000976562,31.3400001525879
2021-12-29 20:06:41.200,"9 km N of Lindsay, Oklahoma",1.12,34.92383333,-97.58916667,7.0
2021-12-29 20:04:31.460,"4 km E of Butte, Montana",1.53,45.9996667,-112.4776667,-2.0
2021-12-29 19:56:24.457,"130 km NE of Lospalos, Timor Leste",4.1,-7.587,127.7251,171.98
2021-12-29 19:53:04.354,"131 km NE of Lospalos, Timor Leste",4.6,-7.6526,127.8124,176.67
2021-12-29 19:51:17.777,"94 km NE of Popondetta, Papua New Guinea",4.6,-8.2457,148.9127,37.54
2021-12-29 19:28:30.966,"6 km NE of Sunrise, Alaska",1.1,60.9173,-149.3351,38.9
2021-12-29 19:22:22.352,"2 km E of Big Lake, Alaska",1.6,61.5202,-149.9003,35.2
2021-12-29 19:22:16.037,"1 km S of Golden Valley, Nevada",1.4,39.6021,-119.8234,10.7
2021-12-29 19:21:12.619,"123 km NNE of Lospalos, Timor Leste",4.9,-7.5864,127.617,163.86
2021-12-29 19:16:07.422,"80 km NE of Yonakuni, Japan",4.4,25.0024,123.5337,10.0
2021-12-29 19:09:12.242,"13 km ESE of Fox, Alaska",1.1,64.9008,-147.3768,15.2
2021-12-29 19:08:54.048,"93 km NE of Lospalos, Timor Leste",4.4,-7.8462,127.5136,185.38
2021-12-29 19:08:19.232,"18 km WNW of Dh?rchula, India",4.5,29.9056,80.3449,10.0
2021-12-29 19:02:56.905,"31 km ENE of Cantwell, Alaska",2.1,63.4758,-148.3489,2.1
2021-12-29 18:57:37.053,"45 km SW of Denali National Park, Alaska",1.9,63.2127,-152.263,6.5
2021-12-29 18:47:20.527,"126 km NE of Lospalos, Timor Leste",4.1,-7.5846,127.6553,152.11
2021-12-29 18:36:44.080,"13 km ESE of P?hala, Hawaii",1.94000006,19.1459999084473,-155.365997314453,30.0300006866455
2021-12-29 18:25:51.962,"125 km NNE of Lospalos, Timor Leste",7.3,-7.5482,127.5773,165.49
2021-12-29 18:18:39.459,"0 km ENE of Parkville, Minnesota",3.0,47.5338,-92.5665,0.0
2021-12-29 18:14:13.330,"7 km WSW of Carmen, Oklahoma",1.12,36.5615,-98.5425,7.35
2021-12-29 18:09:05.049,"29 km NNE of Tarakan, Indonesia",4.3,3.5542,117.698,10.0
2021-12-29 18:05:23.510,"53 km SSE of Old Harbor, Alaska",3.7,56.7308,-153.1307,6.8
2021-12-29 18:02:25.776,"44 km ESE of Pedro Bay, Alaska",2.2,59.6945,-153.3362,123.0
2021-12-29 18:01:54.820,"14 km ESE of P?hala, Hawaii",1.73,19.1478333333333,-155.3525,39.57
2021-12-29 17:58:34.108,"74 km NNE of Yonakuni, Japan",4.7,25.0697,123.3253,10.0
2021-12-29 17:56:02.610,"7km N of Petrolia, CA",2.41,40.387,-124.2713333,27.9
2021-12-29 17:53:40.318,"39 km NW of Lake Louise, Alaska",1.2,62.5251,-147.1055,9.4
2021-12-29 17:50:41.960,"6 km E of La Parguera, Puerto Rico",2.01,17.964,-66.9881,11.0
2021-12-29 17:46:00.698,"34 km N of Petersville, Alaska",1.3,62.8096,-150.809,82.2
2021-12-29 17:40:48.441,"40 km W of Clear, Alaska, Alaska",1.3,64.1895,-150.0085,4.0
2021-12-29 17:39:17.457,"74 km NNE of Yonakuni, Japan",4.5,25.093,123.2684,12.44
2021-12-29 17:38:16.951,"56 km WNW of Ishigaki, Japan",4.1,24.6112,123.6821,23.1
2021-12-29 17:34:52.609,"248 km WNW of Haveluloto, Tonga",4.4,-20.0191,-177.2662,357.49
2021-12-29 17:28:34.284,"14 km SSE of Wright, Wyoming",2.9,43.6341,-105.4132,0.0
2021-12-29 17:26:53.307,"22 km ENE of Adak, Alaska",2.0,51.9878,-176.3568,141.5
2021-12-29 17:21:34.680,"2km SE of Carson, CA",2.12,33.8181667,-118.2601667,10.73
2021-12-29 17:02:07.469,"11 km NNE of Lindsay, Oklahoma",1.11,34.93633333,-97.5715,5.0
2021-12-29 16:57:56.571,"42 km WNW of Cantwell, Alaska",1.6,63.5575,-149.714,113.0
2021-12-29 16:56:29.589,"37 km NW of Ninilchik, Alaska",1.6,60.2899,-152.1304,88.8
2021-12-29 16:47:08.107,"Crete, Greece",5.0,34.713,25.1184,64.93
2021-12-29 16:35:23.363,"273 km NW of Attu Station, Alaska",4.5,54.749,170.5635,10.0
2021-12-29 16:26:57.411,"14 km WSW of Cooper Landing, Alaska",1.5,60.4382,-150.0656,30.3
2021-12-29 16:23:10.390,"39 km SW of Dillon, Montana",1.09,44.9793333,-113.0163333,5.99
2021-12-29 16:21:43.079,"7 km W of Houston, Alaska",1.2,61.6211,-149.9556,35.9
2021-12-29 15:54:32.498,"17 km NNE of Hermleigh, Texas",3.1,32.76580811,-100.6637052,7.947794596
2021-12-29 15:47:15.473,"33 km SE of Mina, Nevada",1.0,38.1502,-117.8814,9.8
2021-12-29 15:46:43.820,"7km NW of Cobb, CA",2.49,38.8611667,-122.7925,2.58
2021-12-29 15:41:08.390,"12 km W of Nacogdoches, Texas",3.1,31.60491943,-94.79218274,7.60542806
2021-12-29 15:40:48.920,"3 km S of P?hala, Hawaii",2.27999997,19.1718330383301,-155.483840942383,30.0100002288818
2021-12-29 15:33:21.368,"7 km ESE of Susitna North, Alaska",1.3,62.1262,-149.7371,46.7
2021-12-29 15:33:18.180,"19km W of Petrolia, CA",2.63,40.2976667,-124.5086667,20.66
2021-12-29 15:29:03.075,"107 km SE of Gorontalo, Indonesia",4.2,-0.0569,123.8308,90.13
2021-12-29 15:25:41.240,"8km NW of The Geysers, CA",1.29,38.8328333,-122.8175,1.91
2021-12-29 15:24:26.880,"9 km ENE of P?hala, Hawaii",1.90999997,19.2283325195312,-155.39533996582,31.7299995422363
2021-12-29 15:23:55.240,"93km W of Petrolia, CA",3.64,40.3326667,-125.3868333,23.43
2021-12-29 15:20:55.350,"4 km ENE of P?hala, Hawaii",2.02,19.2151660919189,-155.432830810547,33.8699989318848
2021-12-29 15:20:24.478,"36 km WNW of Atka, Alaska",3.5,52.3033,-174.707,188.38
2021-12-29 15:20:23.340,"9 km E of P?hala, Hawaii",1.91,19.199499130249,-155.392333984375,31.5100002288818
2021-12-29 15:18:25.544,"32 km SE of Mina, Nevada",1.5,38.1527,-117.884,9.1
2021-12-29 15:10:16.830,"1km ESE of Yucaipa, CA",1.07,34.0313333,-117.0305,7.93
2021-12-29 15:00:13.503,"36 km NNW of Glacier View, Alaska",2.8,62.085,-148.0229,24.0
2021-12-29 14:58:09.631,"72 km NW of Yakutat, Alaska",1.3,59.9431,-140.7608,2.2
2021-12-29 14:55:35.735,"257 km WSW of Pistol River, Oregon",3.3,41.6326,-127.3799,10.0
2021-12-29 14:46:29.119,"120 km WNW of Höfn, Iceland",4.4,64.5537,-17.6068,10.0
2021-12-29 14:35:26.050,"4 km SW of Volcano, Hawaii",1.75,19.4103336334229,-155.262329101562,2.94000005722046
2021-12-29 14:32:23.100,"3km E of Prattville, CA",2.5,40.2108333,-121.1261667,5.35
2021-12-29 14:29:59.873,"233 km NW of Attu Station, Alaska",3.7,54.3343,170.7003,10.0
2021-12-29 14:29:53.328,"5 km SE of Eielson Air Force Base, Alaska",2.1,64.6334,-146.9568,10.3
2021-12-29 14:05:56.450,"48 km NNW of Valdez, Alaska",1.9,61.5505,-146.6113,19.9
2021-12-29 14:00:48.275,"256 km W of Ozernovskiy, Russia",4.7,51.7665,152.8253,414.84
2021-12-29 13:59:34.717,"28 km S of False Pass, Alaska",1.7,54.5992,-163.3956,25.6
2021-12-29 13:58:30.777,north of Severnaya Zemlya,5.0,85.1613,92.5292,10.0
2021-12-29 13:58:19.706,"27 km NE of Girdwood, Alaska",1.1,61.0869,-148.7621,14.9
2021-12-29 13:55:02.185,"141 km SW of Adak, Alaska",1.9,51.0837,-178.2236,20.2
2021-12-29 13:36:11.290,"19km N of Ridgecrest, CA",1.28,35.788,-117.6505,7.83
2021-12-29 13:29:39.840,"206 km ENE of Levuka, Fiji",4.5,-17.5881,-178.7989,544.24
2021-12-29 13:29:32.621,"55 km S of Whites City, New Mexico",2.4,31.67768226,-104.4073124,7.699755859
2021-12-29 13:26:30.650,"6 km ENE of P?hala, Hawaii",2.44,19.2280006408691,-155.421661376953,33.3400001525879
2021-12-29 13:25:55.972,"54 km NNW of Petersville, Alaska",1.5,62.9175,-151.3067,119.7
2021-12-29 13:22:40.386,"53 km S of Glacier View, Alaska",1.1,61.3279,-147.6791,0.0
2021-12-29 13:11:16.386,"47 km W of Mentone, Texas",2.6,31.73793608,-104.0989211,7.211303711
2021-12-29 13:04:42.367,"100 km SE of McCarthy, Alaska",1.6,60.8987,-141.4203,2.1
2021-12-29 12:59:43.533,"25 km WSW of Coyanosa, Texas",2.7,31.17722616,-103.3257001,4.126342773
2021-12-29 12:54:00.528,"11 km NNE of Four Mile Road, Alaska",1.2,64.6974,-149.0109,12.5
2021-12-29 12:52:22.810,"61 km NNE of Petersville, Alaska",1.5,63.0333,-150.5237,122.2
2021-12-29 12:49:12.340,"2km W of Anderson Springs, CA",1.53,38.7771667,-122.7128333,2.04
2021-12-29 12:42:12.987,"57 km NNE of Kobuk, Alaska",1.7,67.3785,-156.3351,2.0
2021-12-29 12:37:36.475,"55 km NNE of Kobuk, Alaska",1.1,67.3354,-156.2523,13.4
2021-12-29 12:37:29.820,"3 km SSE of P?hala, Hawaii",1.88999999,19.1753330230713,-155.46549987793,30.6200008392334
2021-12-29 12:33:38.922,"75 km NW of Yakutat, Alaska",1.1,59.9383,-140.8131,0.4
2021-12-29 12:32:21.693,"73 km NW of Yakutat, Alaska",1.4,59.9908,-140.6991,7.4
2021-12-29 12:29:07.402,"155 km W of Isangel, Vanuatu",4.1,-19.3741,167.8158,10.0
2021-12-29 12:23:05.816,"57 km NNE of Kobuk, Alaska",1.7,67.356,-156.24,2.2
2021-12-29 12:22:24.870,"48 km W of Mentone, Texas",2.6,31.73375901,-104.1085928,7.005639647999999
2021-12-29 12:21:32.025,"46 km NW of Beluga, Alaska",1.4,61.484,-151.573,97.7
2021-12-29 12:12:59.367,"45 km N of Petersville, Alaska",1.4,62.8981,-150.6245,86.2
2021-12-29 12:12:55.768,"264 km ESE of Tadine, New Caledonia",4.3,-22.4112,170.2688,10.0
2021-12-29 12:12:34.170,"14 km SSE of Sunnyside, Utah",1.0,39.432,-110.3181667,-1.42
2021-12-29 12:11:53.490,"4 km NNW of Henefer, Utah",1.76,41.0493333,-111.527,12.21
2021-12-29 12:10:57.571,"67 km S of Shungnak, Alaska",1.6,66.287,-157.2932,4.9
2021-12-29 12:03:53.660,"58 km NE of Kobuk, Alaska",1.3,67.3418,-156.1434,0.8
2021-12-29 11:58:11.075,"24 km N of Sutcliffe, Nevada",1.3,40.1673,-119.6402,8.5
2021-12-29 11:52:22.367,"96 km NW of Neiafu, Tonga",4.3,-18.1116,-174.7078,164.85
2021-12-29 11:50:26.620,"10 km NNW of Perry, Oklahoma",1.15,36.369,-97.347,5.57
2021-12-29 11:49:30.239,Oklahoma,1.35,36.3665,-97.3445,5.57
2021-12-29 11:47:16.861,"33 km NNE of Whittier, Alaska",1.1,61.0534,-148.44,0.0
2021-12-29 11:40:17.676,"35 km SE of Mina, Nevada",1.4,38.1726,-117.8177,8.7
2021-12-29 11:36:01.014,"70 km SE of Pope-Vannoy Landing, Alaska",1.7,59.1204,-153.608,98.6
2021-12-29 11:33:56.416,"Izu Islands, Japan region",4.6,31.0448,142.3616,10.0
2021-12-29 11:28:26.204,"155 km WSW of Adak, Alaska",3.1,51.2596,-178.6525,33.62
2021-12-29 11:24:53.649,"23 km ENE of Girdwood, Alaska",2.8,61.0456,-148.7859,10.0
2021-12-29 11:06:56.750,"3 km SW of Volcano, Hawaii",1.78999996,19.4231662750244,-155.2568359375,2.75999999046326
2021-12-29 10:59:32.330,"2km NE of Petrolia, CA",2.66,40.3406667,-124.2693333,27.66
2021-12-29 10:58:42.734,"25 km W of Susitna, Alaska",1.8,61.5705,-150.9868,69.6
2021-12-29 10:39:12.256,"47 km NNW of Carlin, Nevada",1.8,41.1286,-116.2242,2.3
2021-12-29 10:24:07.840,"7 km E of P?hala, Hawaii",1.99000001,19.2084999084473,-155.411834716797,32.5299987792969
2021-12-29 10:17:56.427,"5 km ESE of Big Lake, Alaska",1.5,61.4937,-149.8604,25.0
2021-12-29 10:17:47.820,"26km W of Petrolia, CA",2.68,40.3053333,-124.5916667,22.2
2021-12-29 10:05:24.071,"37 km SE of Mina, Nevada",2.1,38.1793,-117.7727,11.6
2021-12-29 09:50:52.401,"245 km NW of Attu Station, Alaska",4.3,54.3866,170.5274,10.0
2021-12-29 09:39:00.280,"2 km SSE of Calog Norte, Philippines",4.2,18.3479,121.3961,87.79
2021-12-29 09:38:10.971,"117 km S of San Pedro de Atacama, Chile",4.3,-23.9537,-68.0164,127.15
2021-12-29 09:28:57.945,"252 km NW of Attu Station, Alaska",5.0,54.5209,170.611,10.78
2021-12-29 09:15:40.164,"12 km ENE of Samur, Russia",4.3,41.8724,48.6217,10.0
2021-12-29 09:12:05.170,"6 km E of Elgin, South Carolina",2.29,34.1696667,-80.7236667,1.57
2021-12-29 09:11:39.400,"3km ENE of Prattville, CA",2.27,40.2146667,-121.1248333,6.1
2021-12-29 09:10:34.921,"38 km S of Covenant Life, Alaska",1.5,59.07,-136.1028,8.0
2021-12-29 09:06:21.310,"2 km SSW of P?hala, Hawaii",1.88999999,19.1809997558594,-155.487670898438,34.560001373291
2021-12-29 09:03:15.825,"177 km NNW of Inuvik, Canada",2.5,69.8192,-135.5186,39.9
2021-12-29 08:53:24.593,"Izu Islands, Japan region",4.3,31.2017,142.2274,10.0
2021-12-29 08:53:23.880,"17km S of Trona, CA",1.63,35.6111667,-117.3705,5.39
2021-12-29 08:42:29.871,"47 km SSE of Nelchina, Alaska",1.6,61.6236,-146.334,21.6
2021-12-29 08:41:49.208,"31 km NNE of Beaver, Alaska",1.0,66.6238,-147.1728,10.5
2021-12-29 08:39:45.634,"248 km NW of Attu Station, Alaska",4.1,54.4086,170.5105,10.0
2021-12-29 08:36:31.110,"2 km SE of P?hala, Hawaii",2.22000003,19.1863327026367,-155.460662841797,36.8899993896484
2021-12-29 08:35:41.792,"58 km NNE of Kobuk, Alaska",1.0,67.3583,-156.1819,2.2
2021-12-29 08:30:51.233,"27 km NNE of Beaver, Alaska",1.1,66.5802,-147.1361,11.7
2021-12-29 08:23:32.950,"22km SE of Bodfish, CA",1.19,35.4326667,-118.3363333,11.17
2021-12-29 08:21:49.910,"4km E of Carson, CA",1.42,33.8256667,-118.2405,9.66
2021-12-29 08:21:33.322,"29 km NW of Cantwell, Alaska",1.3,63.5541,-149.4296,100.7
2021-12-29 08:21:13.230,"4 km WSW of Southworth, Washington",1.31,47.5041666666667,-122.553833333333,23.95
2021-12-29 08:19:09.515,"62 km ENE of Pedro Bay, Alaska",1.7,59.974,-153.0529,99.1
2021-12-29 08:12:09.236,"88 km SW of Contamana, Peru",4.6,-7.9403,-75.5357,47.0
2021-12-29 08:07:16.720,"22 km ESE of Kanarraville, Utah",2.79,37.4386667,-112.9646667,-0.63
2021-12-29 08:06:33.638,"Mindanao, Philippines",4.5,5.9565,126.2888,79.12
2021-12-29 08:01:46.560,Western Montana,1.28,47.3293333,-113.8481667,15.31
2021-12-29 08:01:42.100,"18 km E of Saint Ignatius, Montana",1.3,47.3258333,-113.8515,17.19
2021-12-29 08:00:10.521,"23 km N of Sutcliffe, Nevada",1.3,40.1555,-119.6477,7.4
2021-12-29 07:55:46.735,"45 km N of Chase, Alaska",1.1,62.8598,-150.045,79.2
2021-12-29 07:50:39.452,"46 km NNE of Kobuk, Alaska",1.1,67.2573,-156.3044,4.9
2021-12-29 07:48:29.954,"271 km NW of Attu Station, Alaska",4.3,54.7321,170.5766,10.0
2021-12-29 07:45:20.020,"26 km NNE of Paxson, Alaska",1.2,63.3039,-145.3775,7.9
2021-12-29 07:41:26.113,"40 km SSW of South Van Horn, Alaska",2.2,64.4616,-148.0245,11.3
2021-12-29 07:26:25.030,"10 km E of Ashford, Washington",1.09,46.7596666666667,-121.897166666667,6.5
2021-12-29 07:17:34.670,"6km W of Cobb, CA",1.03,38.8263333,-122.7863333,1.79
2021-12-29 07:13:19.441,"29 km ESE of Slana, Alaska",1.1,62.6364,-143.4123,13.2
2021-12-29 07:12:52.440,"9km NNE of Banning, CA",1.04,33.9926667,-116.8308333,16.16
2021-12-29 06:58:03.720,"1 km W of Bridge Creek, Oklahoma",1.67,35.23716667,-97.7555,5.32
2021-12-29 06:54:46.891,"39 km SSE of Glacier View, Alaska",1.2,61.5069,-147.277,38.5
2021-12-29 06:40:33.535,"7 km E of Willow, Alaska",1.1,61.7364,-149.891,41.4
2021-12-29 06:38:46.845,"246 km NW of Attu Station, Alaska",4.1,54.465,170.6337,10.0
2021-12-29 06:21:32.774,"110 km NW of Yakutat, Alaska",1.1,60.1485,-141.2926,0.0
2021-12-29 06:12:26.944,"65 km ESE of Denali National Park, Alaska",1.5,63.2582,-150.5771,132.3
2021-12-29 06:03:14.520,"5 km S of P?hala, Hawaii",1.82,19.1528333333333,-155.484833333333,35.98
2021-12-29 06:02:52.929,"258 km NW of Attu Station, Alaska",4.1,54.4961,170.4273,10.0
2021-12-29 06:00:21.739,"10 km NNW of Perry, Oklahoma",1.33,36.36916667,-97.34433333,5.3
2021-12-29 05:54:45.657,"64 km NNE of Yakutat, Alaska",1.2,60.1155,-139.4964,1.4
2021-12-29 05:50:49.030,"9km NE of Coso Junction, CA",1.92,36.1086667,-117.879,3.86
2021-12-29 05:50:27.230,"13km NNE of Borrego Springs, CA",1.42,33.3591667,-116.3005,10.61
2021-12-29 05:48:20.359,"46 km E of Tonopah, Nevada",2.0,38.0619,-116.7,2.6
2021-12-29 05:47:41.700,"119 km SSE of Atka, Alaska",2.2,51.1676,-173.7026,25.1
2021-12-29 05:44:07.780,"12km ESE of Pinnacles, CA",1.21,36.4733333,-121.0303333,3.41
2021-12-29 05:42:14.920,"1km NW of The Geysers, CA",1.1,38.7858333,-122.7641667,2.61
2021-12-29 05:31:07.698,"243 km NW of Attu Station, Alaska",4.0,54.4275,170.6515,10.0
2021-12-29 05:13:49.148,"257 km NW of Attu Station, Alaska",4.1,54.6114,170.6697,10.0
2021-12-29 05:09:30.279,"59 km WNW of Nikiski, Alaska",1.5,60.823,-152.3492,102.5
2021-12-29 05:08:09.950,"19 km S of Pýrgos, Greece",5.7,34.8334,25.1386,64.53
2021-12-29 05:07:45.190,"3 km ENE of P?hala, Hawaii",2.0,19.2134990692139,-155.444671630859,34.3199996948242
2021-12-29 04:58:20.010,"4km NE of Fairview, CA",2.29,37.7061667,-122.0135,7.2
2021-12-29 04:55:19.027,"31 km E of Barkhan, Pakistan",4.4,29.8879,69.8504,10.0
2021-12-29 04:30:41.230,"11km NE of Coso Junction, CA",1.89,36.102,-117.849,1.71
2021-12-29 04:17:55.940,"16 km SSE of Sunnyside, Utah",1.83,39.42,-110.2866667,-3.39
2021-12-29 04:17:46.944,"30 km SW of Cantwell, Alaska",1.8,63.1782,-149.3314,87.5
2021-12-29 04:15:23.218,"259 km NW of Attu Station, Alaska",4.6,54.6722,170.7466,10.0
2021-12-29 04:13:10.948,"249 km NW of Attu Station, Alaska",4.8,54.6143,170.8653,10.0
2021-12-29 04:10:30.978,"47 km ENE of Pedro Bay, Alaska",1.9,60.0167,-153.3879,142.6
2021-12-29 04:07:36.820,"11km NE of Coso Junction, CA",1.92,36.102,-117.8451667,1.53
2021-12-29 04:07:36.430,"13km SE of Pinnacles, CA",1.2,36.4653333,-121.0295,3.45
2021-12-29 04:05:01.640,"4 km SW of La Parguera, Puerto Rico",2.6,17.9393,-67.0738,9.0
2021-12-29 04:04:12.081,"97 km WSW of Gorontalo, Indonesia",4.1,0.2024,122.2552,159.95
2021-12-29 03:57:32.869,"258 km NW of Attu Station, Alaska",5.6,54.622,170.6514,10.0
2021-12-29 03:44:36.585,"225 km W of Abepura, Indonesia",4.2,-2.7321,138.6133,35.0
2021-12-29 03:41:43.390,"8km N of Big Bear City, CA",2.1,34.3295,-116.8338333,6.91
2021-12-29 03:39:04.990,"13 km ESE of Lincoln, Montana",1.01,46.8991667,-112.5246667,10.35
2021-12-29 03:37:08.935,"11 km W of Anchorage, Alaska",1.0,61.2344,-150.1059,45.1
2021-12-29 03:32:15.310,"13 km SSE of Volcano, Hawaii",2.71,19.3281666666667,-155.193666666667,6.68
2021-12-29 03:23:59.078,"32 km SSW of Petersville, Alaska",1.7,62.2223,-150.9996,66.6
2021-12-29 03:23:49.088,"93 km WNW of San Antonio de los Cobres, Argentina",4.3,-24.0279,-67.2115,202.12
2021-12-29 03:23:18.302,"71 km SW of Nikolski, Alaska",4.2,52.4714,-169.5974,35.0
2021-12-29 03:15:47.220,"77 km NW of Paxson, Alaska",1.2,63.5146,-146.836,1.5
2021-12-29 03:15:14.505,Owen Fracture Zone region,4.2,13.9615,57.1801,10.0
2021-12-29 03:13:48.540,"6 km NNE of Plumas Eureka, California",1.1,39.8432,-120.6171,14.8
2021-12-29 03:11:01.452,"1 km E of Topaz Lake, Nevada",2.1,38.6974,-119.5221,8.0
2021-12-29 03:03:12.000,"9 km SSE of Springdale, Utah",1.49,37.116,-112.9385,20.31
2021-12-29 02:57:52.197,"283 km SE of Telfer, Australia",4.2,-22.792,125.4175,10.0
2021-12-29 02:47:03.870,"4 km SE of Swede Heaven, Washington",2.02,48.2581666666667,-121.681333333333,10.65
2021-12-29 02:46:37.100,"45 km SSE of Nelchina, Alaska",1.3,61.6315,-146.3503,26.3
2021-12-29 02:45:28.696,"113 km S of Unalaska, Alaska",1.9,52.8692,-166.8443,2.7
2021-12-29 02:33:05.981,"5 km ESE of Tokyo, Japan",4.2,35.6629,139.7431,38.45
2021-12-29 02:27:32.800,"3km N of Pinnacles, CA",1.86,36.5548333,-121.149,8.01
2021-12-29 02:24:20.415,"31 km ESE of Slana, Alaska",1.2,62.6288,-143.3721,2.3
2021-12-29 02:20:51.730,"17 km SSE of Sunnyside, Utah",1.53,39.419,-110.2883333,-3.36
2021-12-29 02:05:08.962,"90 km SSE of Sand Point, Alaska",2.3,54.6596,-159.7183,27.4
2021-12-29 01:54:16.500,"12 km ENE of P?hala, Hawaii",2.05999994,19.2568340301514,-155.370162963867,32.6800003051758
2021-12-29 01:51:18.470,"4 km SSE of P?hala, Hawaii",2.30999994,19.1615009307861,-155.467163085938,32.3499984741211
2021-12-29 01:46:41.420,"21 km SE of Kanarraville, Utah",1.38,37.4278333,-112.9806667,1.89
2021-12-29 01:42:24.770,"2 km WSW of P?hala, Hawaii",1.90999997,19.1931667327881,-155.504669189453,36.6399993896484
2021-12-29 01:42:00.405,"27 km SSW of Mina, Nevada",1.6,38.1605,-118.2392,7.7
2021-12-29 01:41:31.797,"32 km SSE of Eureka Roadhouse, Alaska",1.3,61.6529,-147.0303,20.5
2021-12-29 01:37:21.170,"11km NE of Coso Junction, CA",1.24,36.1068333,-117.8553333,3.23
2021-12-29 01:33:44.064,"72 km NW of Huslia, Alaska",1.1,66.2331,-157.3125,3.4
2021-12-29 01:32:41.789,"67 km S of Shungnak, Alaska",1.1,66.2843,-157.302,5.0
2021-12-29 01:20:38.970,"2km ENE of Aromas, CA",1.16,36.8955,-121.6205,5.54
2021-12-29 01:13:39.634,"59 km N of Chalkyitsik, Alaska",1.2,67.1741,-143.9753,16.5
2021-12-29 01:04:40.080,"4 km SW of Guánica, Puerto Rico",2.52,17.9408,-66.937,13.0
2021-12-29 01:03:14.290,"61 km SE of Denali National Park, Alaska",1.2,63.1571,-150.8369,131.8
2021-12-29 00:56:55.994,"228 km WSW of Yakutat, Alaska",2.1,58.4512,-143.0928,7.3
2021-12-29 00:55:38.030,"3 km WSW of P?hala, Hawaii",2.3900001,19.1928329467773,-155.507659912109,35.5
2021-12-29 00:52:09.882,"55 km NNW of Yakutat, Alaska",1.4,60.0131,-140.0501,10.1
2021-12-29 00:47:30.540,"85 km NE of Adak, Alaska",3.4,52.4231,-175.7579,189.21
2021-12-29 00:41:43.797,"27 km WSW of Petersville, Alaska",1.3,62.4,-151.2469,79.7
2021-12-29 00:36:01.462,"27 km SW of Atka, Alaska",1.9,52.0471,-174.5201,64.9
2021-12-29 00:15:40.870,"9 km SW of Riggins, Idaho",1.8,45.362,-116.396,12.03
